OBJECTID,PRECINCTID,NAME,COUNTY,LASTUPDATE,LASTEDITOR,PRECINCTID_1,NAME_1,TOWNSHIP,WINPARTY,WINPERCENT,WINCATEGORY,TOTBALLOTSLINK,INPERSON,TOTBALLOTS,CANDIDATE1,PARTY1,NUMVOTES1,PERCVOTE1,CANDIDATE2,PARTY2,NUMVOTES2,PERCVOTE2,CANDIDATE3,PARTY3,NUMVOTES3,PERCVOTE3,CANDIDATE4,PARTY4,NUMVOTES4,PERCVOTE4,CANDIDATE5,PARTY5,NUMVOTES5,PERCVOTE5,Shape__Area,Shape__Length
101,712,SHREVE,Fairfax,2016-11-17T10:58:50.000Z,stulad,712,SHREVE,Fairfax County,Clinton / Kaine (D),0.30883503,30,1279,993,1279,Clinton / Kaine (D),Clinton / Kaine (D),646,0.5050821,Trump / Pence (R),Trump / Pence (R),251,0.19624707,Johnson / Weld (L),Johnson / Weld (L),36,0.02814699,Stein / Baraka (G),Stein / Baraka (G),11,0.00860047,McMullin / Johnson (I),McMullin / Johnson (I),31,0.02423769,0.000114199816532,0.053918850111402
102,608,KIRKSIDE,Fairfax,2016-11-17T10:58:50.000Z,stulad,608,KIRKSIDE,Fairfax County,Clinton / Kaine (D),0.35672515,30,1710,1218,1710,Clinton / Kaine (D),Clinton / Kaine (D),872,0.50994152,Trump / Pence (R),Trump / Pence (R),262,0.15321637,Johnson / Weld (L),Johnson / Weld (L),24,0.01403509,Stein / Baraka (G),Stein / Baraka (G),9,0.00526316,McMullin / Johnson (I),McMullin / Johnson (I),25,0.01461988,0.000250340981791,0.085441657957073
103,721,MERRIFIELD,Fairfax,2016-11-17T10:58:50.000Z,stulad,721,MERRIFIELD,Fairfax County,Clinton / Kaine (D),0.39846906,30,4703,3628,4703,Clinton / Kaine (D),Clinton / Kaine (D),2586,0.54986179,Trump / Pence (R),Trump / Pence (R),712,0.15139273,Johnson / Weld (L),Johnson / Weld (L),151,0.03210717,Stein / Baraka (G),Stein / Baraka (G),44,0.00935573,McMullin / Johnson (I),McMullin / Johnson (I),80,0.01701042,0.000346921280516,0.090531971175233
104,229,FOX MILL,Fairfax,2016-11-17T10:58:50.000Z,stulad,229,FOX MILL,Fairfax County,Clinton / Kaine (D),0.17189492,10,3921,3010,3921,Clinton / Kaine (D),Clinton / Kaine (D),1729,0.44095894,Trump / Pence (R),Trump / Pence (R),1055,0.26906401,Johnson / Weld (L),Johnson / Weld (L),89,0.02269829,Stein / Baraka (G),Stein / Baraka (G),19,0.0048457,McMullin / Johnson (I),McMullin / Johnson (I),57,0.01453711,0.000549804497626,0.101769082438094
105,225,HUGHES,Fairfax,2016-11-17T10:58:50.000Z,stulad,225,HUGHES,Fairfax County,Clinton / Kaine (D),0.42343499,30,3115,2432,3115,Clinton / Kaine (D),Clinton / Kaine (D),1777,0.57046549,Trump / Pence (R),Trump / Pence (R),458,0.1470305,Johnson / Weld (L),Johnson / Weld (L),83,0.02664526,Stein / Baraka (G),Stein / Baraka (G),31,0.00995185,McMullin / Johnson (I),McMullin / Johnson (I),42,0.01348315,0.000202205044868,0.065141936963473
106,235,FRYING PAN,Fairfax,2016-11-17T10:58:50.000Z,stulad,235,FRYING PAN,Fairfax County,Clinton / Kaine (D),0.35679414,30,2458,1932,2458,Clinton / Kaine (D),Clinton / Kaine (D),1345,0.54719284,Trump / Pence (R),Trump / Pence (R),468,0.1903987,Johnson / Weld (L),Johnson / Weld (L),51,0.02074858,Stein / Baraka (G),Stein / Baraka (G),20,0.0081367,McMullin / Johnson (I),McMullin / Johnson (I),31,0.01261188,0.000230888441646,0.072395940234043
107,327,SUGARLAND,Fairfax,2016-11-17T10:58:50.000Z,stulad,327,SUGARLAND,Fairfax County,Clinton / Kaine (D),0.16287386,10,3076,2332,3076,Clinton / Kaine (D),Clinton / Kaine (D),1324,0.43042913,Trump / Pence (R),Trump / Pence (R),823,0.26755527,Johnson / Weld (L),Johnson / Weld (L),74,0.02405722,Stein / Baraka (G),Stein / Baraka (G),15,0.00487646,McMullin / Johnson (I),McMullin / Johnson (I),45,0.01462939,0.000552459646682,0.117920975605964
108,604,BUCKNELL,Fairfax,2016-11-17T10:58:50.000Z,stulad,604,BUCKNELL,Fairfax County,Clinton / Kaine (D),0.42214411,30,2845,2133,2845,Clinton / Kaine (D),Clinton / Kaine (D),1592,0.55957821,Trump / Pence (R),Trump / Pence (R),391,0.13743409,Johnson / Weld (L),Johnson / Weld (L),63,0.02214411,Stein / Baraka (G),Stein / Baraka (G),25,0.00878735,McMullin / Johnson (I),McMullin / Johnson (I),27,0.00949033,0.00027639902206,0.095186259501192
109,902,BROOKFIELD,Fairfax,2016-11-17T10:58:50.000Z,stulad,902,BROOKFIELD,Fairfax County,Clinton / Kaine (D),0.31189811,30,3219,2637,3219,Clinton / Kaine (D),Clinton / Kaine (D),1736,0.53929792,Trump / Pence (R),Trump / Pence (R),732,0.22739981,Johnson / Weld (L),Johnson / Weld (L),69,0.02143523,Stein / Baraka (G),Stein / Baraka (G),26,0.00807704,McMullin / Johnson (I),McMullin / Johnson (I),42,0.01304753,0.000471820463079,0.111844744981033
110,513,SAINT ALBANS,Fairfax,2016-11-17T10:58:50.000Z,stulad,513,SAINT ALBANS,Fairfax County,Clinton / Kaine (D),0.26495726,10,2106,1593,2106,Clinton / Kaine (D),Clinton / Kaine (D),1019,0.48385565,Trump / Pence (R),Trump / Pence (R),461,0.21889839,Johnson / Weld (L),Johnson / Weld (L),37,0.01756885,Stein / Baraka (G),Stein / Baraka (G),9,0.0042735,McMullin / Johnson (I),McMullin / Johnson (I),31,0.01471985,0.000295324512577,0.11079897076401
111,110,NORTH SPRINGFIELD,Fairfax,2016-11-17T10:58:50.000Z,stulad,110,NORTH SPRINGFIELD,Fairfax County,Clinton / Kaine (D),0.27099464,10,3358,2743,3358,Clinton / Kaine (D),Clinton / Kaine (D),1738,0.51756998,Trump / Pence (R),Trump / Pence (R),828,0.24657534,Johnson / Weld (L),Johnson / Weld (L),65,0.01935676,Stein / Baraka (G),Stein / Baraka (G),33,0.00982728,McMullin / Johnson (I),McMullin / Johnson (I),41,0.01220965,0.00042698046951,0.112691586272706
112,609,MARLAN,Fairfax,2016-11-17T10:58:50.000Z,stulad,609,MARLAN,Fairfax County,Clinton / Kaine (D),0.18637068,10,1937,1436,1937,Clinton / Kaine (D),Clinton / Kaine (D),825,0.42591637,Trump / Pence (R),Trump / Pence (R),464,0.23954569,Johnson / Weld (L),Johnson / Weld (L),46,0.02374806,Stein / Baraka (G),Stein / Baraka (G),15,0.00774393,McMullin / Johnson (I),McMullin / Johnson (I),28,0.01445534,0.000380213930565,0.102730389282021
113,732,OAK MARR,Fairfax,2016-11-17T10:58:50.000Z,stulad,732,OAK MARR,Fairfax County,Clinton / Kaine (D),0.12448265,10,3141,2224,3141,Clinton / Kaine (D),Clinton / Kaine (D),1210,0.38522763,Trump / Pence (R),Trump / Pence (R),819,0.26074499,Johnson / Weld (L),Johnson / Weld (L),68,0.02164916,Stein / Baraka (G),Stein / Baraka (G),20,0.0063674,McMullin / Johnson (I),McMullin / Johnson (I),54,0.01719198,0.000886021874201,0.153296612607189
114,701,BLAKE,Fairfax,2016-11-17T10:58:50.000Z,stulad,701,BLAKE,Fairfax County,Clinton / Kaine (D),0.31439497,30,3661,2768,3661,Clinton / Kaine (D),Clinton / Kaine (D),1848,0.50478011,Trump / Pence (R),Trump / Pence (R),697,0.19038514,Johnson / Weld (L),Johnson / Weld (L),86,0.02349085,Stein / Baraka (G),Stein / Baraka (G),27,0.00737503,McMullin / Johnson (I),McMullin / Johnson (I),80,0.02185195,0.00023729450257,0.074581216869025
115,727,OAKTON,Fairfax,2016-11-17T10:58:50.000Z,stulad,727,OAKTON,Fairfax County,Clinton / Kaine (D),0.1215971,10,2204,1598,2204,Clinton / Kaine (D),Clinton / Kaine (D),861,0.39065336,Trump / Pence (R),Trump / Pence (R),593,0.26905626,Johnson / Weld (L),Johnson / Weld (L),40,0.01814882,Stein / Baraka (G),Stein / Baraka (G),15,0.00680581,McMullin / Johnson (I),McMullin / Johnson (I),46,0.02087114,0.000338501542786,0.075980498110579
116,238,CAMERON GLEN,Fairfax,2016-11-17T10:58:50.000Z,stulad,238,CAMERON GLEN,Fairfax County,Clinton / Kaine (D),0.15971081,10,3043,1978,3043,Clinton / Kaine (D),Clinton / Kaine (D),1147,0.37693066,Trump / Pence (R),Trump / Pence (R),661,0.21721985,Johnson / Weld (L),Johnson / Weld (L),77,0.02530398,Stein / Baraka (G),Stein / Baraka (G),22,0.00722971,McMullin / Johnson (I),McMullin / Johnson (I),26,0.0085442,0.000221072427496,0.066706296799246
117,319,HERNDON #1,Fairfax,2016-11-17T10:58:50.000Z,stulad,319,HERNDON #1,Fairfax County,Clinton / Kaine (D),0.26000621,10,3223,2636,3223,Clinton / Kaine (D),Clinton / Kaine (D),1622,0.50325783,Trump / Pence (R),Trump / Pence (R),784,0.24325163,Johnson / Weld (L),Johnson / Weld (L),85,0.02637294,Stein / Baraka (G),Stein / Baraka (G),20,0.0062054,McMullin / Johnson (I),McMullin / Johnson (I),69,0.02140863,0.000358523024558,0.089015765451036
118,236,STUART,Fairfax,2016-11-17T10:58:50.000Z,stulad,236,STUART,Fairfax County,Clinton / Kaine (D),0.25,10,1172,900,1172,Clinton / Kaine (D),Clinton / Kaine (D),559,0.47696246,Trump / Pence (R),Trump / Pence (R),266,0.22696246,Johnson / Weld (L),Johnson / Weld (L),30,0.02559727,Stein / Baraka (G),Stein / Baraka (G),8,0.00682594,McMullin / Johnson (I),McMullin / Johnson (I),19,0.0162116,0.000111337281289,0.059065925874379
119,324,HERNDON #3,Fairfax,2016-11-17T10:58:50.000Z,stulad,324,HERNDON #3,Fairfax County,Clinton / Kaine (D),0.34337568,30,2755,2239,2755,Clinton / Kaine (D),Clinton / Kaine (D),1539,0.55862069,Trump / Pence (R),Trump / Pence (R),593,0.21524501,Johnson / Weld (L),Johnson / Weld (L),82,0.02976407,Stein / Baraka (G),Stein / Baraka (G),39,0.01415608,McMullin / Johnson (I),McMullin / Johnson (I),43,0.01560799,0.000439620488629,0.08978209093009
120,222,RESTON #3,Fairfax,2016-11-17T10:58:50.000Z,stulad,222,RESTON #3,Fairfax County,Clinton / Kaine (D),0.46137339,30,1864,1423,1864,Clinton / Kaine (D),Clinton / Kaine (D),1090,0.58476395,Trump / Pence (R),Trump / Pence (R),230,0.12339056,Johnson / Weld (L),Johnson / Weld (L),40,0.02145923,Stein / Baraka (G),Stein / Baraka (G),21,0.01126609,McMullin / Johnson (I),McMullin / Johnson (I),20,0.01072961,9.7417937037e-05,0.040997146672731
121,209,RESTON #2,Fairfax,2016-11-17T10:58:50.000Z,stulad,209,RESTON #2,Fairfax County,Clinton / Kaine (D),0.41741742,30,2664,2023,2664,Clinton / Kaine (D),Clinton / Kaine (D),1489,0.55893393,Trump / Pence (R),Trump / Pence (R),377,0.14151652,Johnson / Weld (L),Johnson / Weld (L),61,0.0228979,Stein / Baraka (G),Stein / Baraka (G),30,0.01126126,McMullin / Johnson (I),McMullin / Johnson (I),39,0.01463964,0.00060301201346,0.112901149503687
122,208,RESTON #1,Fairfax,2016-11-17T10:58:50.000Z,stulad,208,RESTON #1,Fairfax County,Clinton / Kaine (D),0.38095238,30,2646,2033,2646,Clinton / Kaine (D),Clinton / Kaine (D),1441,0.54459562,Trump / Pence (R),Trump / Pence (R),433,0.16364324,Johnson / Weld (L),Johnson / Weld (L),69,0.0260771,Stein / Baraka (G),Stein / Baraka (G),25,0.00944822,McMullin / Johnson (I),McMullin / Johnson (I),32,0.01209373,0.000324515428049,0.091611054922547
123,224,SOUTH LAKES,Fairfax,2016-11-17T10:58:50.000Z,stulad,224,SOUTH LAKES,Fairfax County,Clinton / Kaine (D),0.34734399,30,3878,2830,3878,Clinton / Kaine (D),Clinton / Kaine (D),1984,0.51160392,Trump / Pence (R),Trump / Pence (R),637,0.16425993,Johnson / Weld (L),Johnson / Weld (L),88,0.02269211,Stein / Baraka (G),Stein / Baraka (G),30,0.00773595,McMullin / Johnson (I),McMullin / Johnson (I),42,0.01083032,0.000415473771992,0.120496557233899
124,220,DOGWOOD,Fairfax,2016-11-17T10:58:50.000Z,stulad,220,DOGWOOD,Fairfax County,Clinton / Kaine (D),0.38832638,30,3358,2649,3358,Clinton / Kaine (D),Clinton / Kaine (D),1880,0.55985706,Trump / Pence (R),Trump / Pence (R),576,0.17153067,Johnson / Weld (L),Johnson / Weld (L),76,0.02263252,Stein / Baraka (G),Stein / Baraka (G),29,0.00863609,McMullin / Johnson (I),McMullin / Johnson (I),52,0.01548541,0.000547074934796,0.10134006819199
125,306,GREAT FALLS,Fairfax,2016-11-17T10:58:50.000Z,stulad,306,GREAT FALLS,Fairfax County,Clinton / Kaine (D),0.04251701,2,1764,1270,1764,Clinton / Kaine (D),Clinton / Kaine (D),626,0.35487528,Trump / Pence (R),Trump / Pence (R),551,0.31235828,Johnson / Weld (L),Johnson / Weld (L),33,0.01870748,Stein / Baraka (G),Stein / Baraka (G),6,0.00340136,McMullin / Johnson (I),McMullin / Johnson (I),9,0.00510204,0.002003821107333,0.234235686620666
126,328,HICKORY,Fairfax,2016-11-17T10:58:50.000Z,stulad,328,HICKORY,Fairfax County,Clinton / Kaine (D),0.07070707,2,2772,1929,2772,Clinton / Kaine (D),Clinton / Kaine (D),988,0.35642136,Trump / Pence (R),Trump / Pence (R),792,0.28571429,Johnson / Weld (L),Johnson / Weld (L),51,0.01839827,Stein / Baraka (G),Stein / Baraka (G),12,0.004329,McMullin / Johnson (I),McMullin / Johnson (I),36,0.01298701,0.001300055847539,0.191245425450043
127,309,KENMORE,Fairfax,2016-11-17T10:58:50.000Z,stulad,309,KENMORE,Fairfax County,Clinton / Kaine (D),0.13398796,10,3157,1972,3157,Clinton / Kaine (D),Clinton / Kaine (D),1117,0.35381691,Trump / Pence (R),Trump / Pence (R),694,0.21982895,Johnson / Weld (L),Johnson / Weld (L),60,0.01900538,Stein / Baraka (G),Stein / Baraka (G),15,0.00475135,McMullin / Johnson (I),McMullin / Johnson (I),37,0.01171999,0.00124304299361,0.173164878241877
128,331,SPRING HILL,Fairfax,2016-11-17T10:58:50.000Z,stulad,331,SPRING HILL,Fairfax County,Clinton / Kaine (D),0.12722646,10,1965,1233,1965,Clinton / Kaine (D),Clinton / Kaine (D),676,0.34402036,Trump / Pence (R),Trump / Pence (R),426,0.21679389,Johnson / Weld (L),Johnson / Weld (L),43,0.02188295,Stein / Baraka (G),Stein / Baraka (G),4,0.00203562,McMullin / Johnson (I),McMullin / Johnson (I),37,0.01882952,0.000363251317812,0.083662604292535
129,304,COOPER,Fairfax,2016-11-17T10:58:50.000Z,stulad,304,COOPER,Fairfax County,Clinton / Kaine (D),0.10040775,10,1962,1176,1962,Clinton / Kaine (D),Clinton / Kaine (D),638,0.32517839,Trump / Pence (R),Trump / Pence (R),441,0.22477064,Johnson / Weld (L),Johnson / Weld (L),23,0.01172273,Stein / Baraka (G),Stein / Baraka (G),6,0.0030581,McMullin / Johnson (I),McMullin / Johnson (I),21,0.01070336,0.001182304663045,0.187367686437536
130,314,MCLEAN,Fairfax,2016-11-17T10:58:50.000Z,stulad,314,MCLEAN,Fairfax County,Clinton / Kaine (D),0.12029051,10,2203,1303,2203,Clinton / Kaine (D),Clinton / Kaine (D),727,0.33000454,Trump / Pence (R),Trump / Pence (R),462,0.20971403,Johnson / Weld (L),Johnson / Weld (L),33,0.01497957,Stein / Baraka (G),Stein / Baraka (G),15,0.0068089,McMullin / Johnson (I),McMullin / Johnson (I),33,0.01497957,0.000348197953272,0.093283527901135
131,303,CHURCHILL,Fairfax,2016-11-17T10:58:50.000Z,stulad,303,CHURCHILL,Fairfax County,Clinton / Kaine (D),0.20173365,10,1269,884,1269,Clinton / Kaine (D),Clinton / Kaine (D),532,0.41922774,Trump / Pence (R),Trump / Pence (R),276,0.21749409,Johnson / Weld (L),Johnson / Weld (L),21,0.01654846,Stein / Baraka (G),Stein / Baraka (G),4,0.00315209,McMullin / Johnson (I),McMullin / Johnson (I),16,0.01260835,0.00020473206296,0.062733675724325
132,311,LANGLEY,Fairfax,2016-11-17T10:58:50.000Z,stulad,311,LANGLEY,Fairfax County,Clinton / Kaine (D),0.09956943,2,1858,1137,1858,Clinton / Kaine (D),Clinton / Kaine (D),614,0.33046286,Trump / Pence (R),Trump / Pence (R),429,0.23089343,Johnson / Weld (L),Johnson / Weld (L),19,0.01022605,Stein / Baraka (G),Stein / Baraka (G),5,0.00269107,McMullin / Johnson (I),McMullin / Johnson (I),23,0.0123789,0.001045059741552,0.175700619886785
133,843,FAIR LAKES,Fairfax,2016-11-17T10:58:50.000Z,stulad,843,FAIR LAKES,Fairfax County,Clinton / Kaine (D),0.26253799,10,2632,2089,2632,Clinton / Kaine (D),Clinton / Kaine (D),1309,0.49734043,Trump / Pence (R),Trump / Pence (R),618,0.23480243,Johnson / Weld (L),Johnson / Weld (L),80,0.03039514,Stein / Baraka (G),Stein / Baraka (G),21,0.00797872,McMullin / Johnson (I),McMullin / Johnson (I),37,0.01405775,0.000302561536045,0.079863605801143
134,132,MONUMENT,Fairfax,2016-11-17T10:58:50.000Z,stulad,132,MONUMENT,Fairfax County,Clinton / Kaine (D),0.27132701,10,3376,2403,3376,Clinton / Kaine (D),Clinton / Kaine (D),1581,0.46830569,Trump / Pence (R),Trump / Pence (R),665,0.19697867,Johnson / Weld (L),Johnson / Weld (L),65,0.01925355,Stein / Baraka (G),Stein / Baraka (G),28,0.00829384,McMullin / Johnson (I),McMullin / Johnson (I),40,0.01184834,0.000257857303741,0.075668718474622
135,131,EAGLE VIEW,Fairfax,2016-11-17T10:58:50.000Z,stulad,131,EAGLE VIEW,Fairfax County,Clinton / Kaine (D),0.19692308,10,2925,2115,2925,Clinton / Kaine (D),Clinton / Kaine (D),1262,0.43145299,Trump / Pence (R),Trump / Pence (R),686,0.23452991,Johnson / Weld (L),Johnson / Weld (L),73,0.02495726,Stein / Baraka (G),Stein / Baraka (G),22,0.00752137,McMullin / Johnson (I),McMullin / Johnson (I),45,0.01538462,0.000602421862247,0.108652352598827
136,121,VILLA,Fairfax,2016-11-17T10:58:50.000Z,stulad,121,VILLA,Fairfax County,Clinton / Kaine (D),0.21808186,10,1637,1378,1637,Clinton / Kaine (D),Clinton / Kaine (D),814,0.49725107,Trump / Pence (R),Trump / Pence (R),457,0.27916921,Johnson / Weld (L),Johnson / Weld (L),33,0.02015883,Stein / Baraka (G),Stein / Baraka (G),16,0.00977398,McMullin / Johnson (I),McMullin / Johnson (I),38,0.02321319,0.000411851530015,0.108034860137415
137,729,NOTTOWAY,Fairfax,2016-11-17T10:58:50.000Z,stulad,729,NOTTOWAY,Fairfax County,Clinton / Kaine (D),0.2653885,10,2973,2030,2973,Clinton / Kaine (D),Clinton / Kaine (D),1312,0.44130508,Trump / Pence (R),Trump / Pence (R),523,0.17591658,Johnson / Weld (L),Johnson / Weld (L),63,0.02119072,Stein / Baraka (G),Stein / Baraka (G),27,0.00908174,McMullin / Johnson (I),McMullin / Johnson (I),55,0.01849983,0.000265579836493,0.099539770668215
138,218,VIENNA #6,Fairfax,2016-11-17T10:58:50.000Z,stulad,218,VIENNA #6,Fairfax County,Clinton / Kaine (D),0.31156039,30,1929,1422,1929,Clinton / Kaine (D),Clinton / Kaine (D),957,0.49611198,Trump / Pence (R),Trump / Pence (R),356,0.18455158,Johnson / Weld (L),Johnson / Weld (L),35,0.01814412,Stein / Baraka (G),Stein / Baraka (G),7,0.00362882,McMullin / Johnson (I),McMullin / Johnson (I),37,0.01918092,0.000215783035252,0.071487333377683
139,213,VIENNA #1,Fairfax,2016-11-17T10:58:50.000Z,stulad,213,VIENNA #1,Fairfax County,Clinton / Kaine (D),0.20595168,10,3394,2494,3394,Clinton / Kaine (D),Clinton / Kaine (D),1476,0.43488509,Trump / Pence (R),Trump / Pence (R),777,0.22893341,Johnson / Weld (L),Johnson / Weld (L),86,0.02533883,Stein / Baraka (G),Stein / Baraka (G),26,0.00766058,McMullin / Johnson (I),McMullin / Johnson (I),69,0.02032999,0.000414177656644,0.124287957172852
140,214,VIENNA #2,Fairfax,2016-11-17T10:58:50.000Z,stulad,214,VIENNA #2,Fairfax County,Clinton / Kaine (D),0.21888085,10,2627,1969,2627,Clinton / Kaine (D),Clinton / Kaine (D),1184,0.45070423,Trump / Pence (R),Trump / Pence (R),609,0.23182337,Johnson / Weld (L),Johnson / Weld (L),59,0.02245908,Stein / Baraka (G),Stein / Baraka (G),18,0.00685192,McMullin / Johnson (I),McMullin / Johnson (I),54,0.02055577,0.000414693726599,0.156780427232504
141,427,ISLAND CREEK,Fairfax,2016-11-17T10:58:50.000Z,stulad,427,ISLAND CREEK,Fairfax County,Clinton / Kaine (D),0.31880625,30,2111,1708,2111,Clinton / Kaine (D),Clinton / Kaine (D),1129,0.53481762,Trump / Pence (R),Trump / Pence (R),456,0.21601137,Johnson / Weld (L),Johnson / Weld (L),48,0.02273804,Stein / Baraka (G),Stein / Baraka (G),11,0.0052108,McMullin / Johnson (I),McMullin / Johnson (I),33,0.0156324,0.000265303315119,0.090313721410617
142,332,COATES,Fairfax,2016-11-17T10:58:50.000Z,stulad,332,COATES,Fairfax County,Clinton / Kaine (D),0.41679049,30,2692,2247,2692,Clinton / Kaine (D),Clinton / Kaine (D),1607,0.59695394,Trump / Pence (R),Trump / Pence (R),485,0.18016345,Johnson / Weld (L),Johnson / Weld (L),55,0.02043091,Stein / Baraka (G),Stein / Baraka (G),29,0.01077266,McMullin / Johnson (I),McMullin / Johnson (I),33,0.01225854,0.000413866662849,0.108084566680204
143,237,MCNAIR,Fairfax,2016-11-17T10:58:50.000Z,stulad,237,MCNAIR,Fairfax County,Clinton / Kaine (D),0.39876633,30,2756,2253,2756,Clinton / Kaine (D),Clinton / Kaine (D),1594,0.57837446,Trump / Pence (R),Trump / Pence (R),495,0.17960813,Johnson / Weld (L),Johnson / Weld (L),72,0.02612482,Stein / Baraka (G),Stein / Baraka (G),27,0.00979681,McMullin / Johnson (I),McMullin / Johnson (I),34,0.01233672,0.000140275074006,0.060591615937457
144,854,NEWGATE SOUTH,Fairfax,2016-11-17T10:58:50.000Z,stulad,854,NEWGATE SOUTH,Fairfax County,Trump / Pence (R),0.01272657,0,2593,1970,2593,Clinton / Kaine (D),Clinton / Kaine (D),883,0.3405322,Trump / Pence (R),Trump / Pence (R),916,0.35325877,Johnson / Weld (L),Johnson / Weld (L),52,0.02005399,Stein / Baraka (G),Stein / Baraka (G),22,0.00848438,McMullin / Johnson (I),McMullin / Johnson (I),46,0.01774007,0.000254854707394,0.078521522114349
145,849,NEWGATE NORTH,Fairfax,2016-11-17T10:58:50.000Z,stulad,849,NEWGATE NORTH,Fairfax County,Clinton / Kaine (D),0.10935351,10,1454,1151,1454,Clinton / Kaine (D),Clinton / Kaine (D),608,0.41815681,Trump / Pence (R),Trump / Pence (R),449,0.3088033,Johnson / Weld (L),Johnson / Weld (L),40,0.02751032,Stein / Baraka (G),Stein / Baraka (G),4,0.00275103,McMullin / Johnson (I),McMullin / Johnson (I),20,0.01375516,0.00010345804997,0.048287175142764
146,618,NEWINGTON,Fairfax,2016-11-17T10:58:50.000Z,stulad,618,NEWINGTON,Fairfax County,Clinton / Kaine (D),0.27111549,10,4061,3340,4061,Clinton / Kaine (D),Clinton / Kaine (D),2085,0.51342034,Trump / Pence (R),Trump / Pence (R),984,0.24230485,Johnson / Weld (L),Johnson / Weld (L),94,0.02314701,Stein / Baraka (G),Stein / Baraka (G),31,0.00763359,McMullin / Johnson (I),McMullin / Johnson (I),83,0.02043832,0.000469318557573,0.090739559892283
147,629,SOUTH COUNTY,Fairfax,2016-11-17T10:58:50.000Z,stulad,629,SOUTH COUNTY,Fairfax County,Clinton / Kaine (D),0.12894322,10,2536,1914,2536,Clinton / Kaine (D),Clinton / Kaine (D),1063,0.41916404,Trump / Pence (R),Trump / Pence (R),736,0.29022082,Johnson / Weld (L),Johnson / Weld (L),45,0.01774448,Stein / Baraka (G),Stein / Baraka (G),14,0.0055205,McMullin / Johnson (I),McMullin / Johnson (I),25,0.00985804,0.001638328968659,0.197473034563368
148,617,LORTON,Fairfax,2016-11-17T10:58:50.000Z,stulad,617,LORTON,Fairfax County,Clinton / Kaine (D),0.45267712,30,1849,1436,1849,Clinton / Kaine (D),Clinton / Kaine (D),1106,0.59816117,Trump / Pence (R),Trump / Pence (R),269,0.14548405,Johnson / Weld (L),Johnson / Weld (L),15,0.00811249,Stein / Baraka (G),Stein / Baraka (G),12,0.00648999,McMullin / Johnson (I),McMullin / Johnson (I),18,0.00973499,0.000291752350253,0.112406363217892
149,628,LAUREL HILL,Fairfax,2016-11-17T10:58:50.000Z,stulad,628,LAUREL HILL,Fairfax County,Clinton / Kaine (D),0.34524549,30,3218,2500,3218,Clinton / Kaine (D),Clinton / Kaine (D),1741,0.54101927,Trump / Pence (R),Trump / Pence (R),630,0.19577377,Johnson / Weld (L),Johnson / Weld (L),50,0.0155376,Stein / Baraka (G),Stein / Baraka (G),19,0.00590429,McMullin / Johnson (I),McMullin / Johnson (I),27,0.0083903,0.000601959307487,0.189797840425244
150,410,ROSE HILL,Fairfax,2016-11-17T10:58:50.000Z,stulad,410,ROSE HILL,Fairfax County,Clinton / Kaine (D),0.22010494,10,3621,2863,3621,Clinton / Kaine (D),Clinton / Kaine (D),1727,0.47694007,Trump / Pence (R),Trump / Pence (R),930,0.25683513,Johnson / Weld (L),Johnson / Weld (L),81,0.02236951,Stein / Baraka (G),Stein / Baraka (G),27,0.0074565,McMullin / Johnson (I),McMullin / Johnson (I),53,0.01463684,0.000453574194367,0.110692079418487
151,420,VILLAGES,Fairfax,2016-11-17T10:58:50.000Z,stulad,420,VILLAGES,Fairfax County,Clinton / Kaine (D),0.3081571,30,3310,2522,3310,Clinton / Kaine (D),Clinton / Kaine (D),1673,0.50543807,Trump / Pence (R),Trump / Pence (R),653,0.19728097,Johnson / Weld (L),Johnson / Weld (L),84,0.02537764,Stein / Baraka (G),Stein / Baraka (G),19,0.00574018,McMullin / Johnson (I),McMullin / Johnson (I),49,0.01480363,0.000414140718851,0.120709162391176
152,423,CLERMONT,Fairfax,2016-11-17T10:58:50.000Z,stulad,423,CLERMONT,Fairfax County,Clinton / Kaine (D),0.25864392,10,2227,1758,2227,Clinton / Kaine (D),Clinton / Kaine (D),1093,0.49079479,Trump / Pence (R),Trump / Pence (R),517,0.23215088,Johnson / Weld (L),Johnson / Weld (L),56,0.02514594,Stein / Baraka (G),Stein / Baraka (G),11,0.00493938,McMullin / Johnson (I),McMullin / Johnson (I),36,0.01616524,0.000327147463523,0.090168653370075
153,411,VIRGINIA HILLS,Fairfax,2016-11-17T10:58:50.000Z,stulad,411,VIRGINIA HILLS,Fairfax County,Clinton / Kaine (D),0.3212217,30,1899,1527,1899,Clinton / Kaine (D),Clinton / Kaine (D),1014,0.53396524,Trump / Pence (R),Trump / Pence (R),404,0.21274355,Johnson / Weld (L),Johnson / Weld (L),41,0.02159031,Stein / Baraka (G),Stein / Baraka (G),13,0.00684571,McMullin / Johnson (I),McMullin / Johnson (I),36,0.01895735,0.000284260663938,0.092177430579569
154,405,GROVETON,Fairfax,2016-11-17T10:58:50.000Z,stulad,405,GROVETON,Fairfax County,Clinton / Kaine (D),0.46662508,30,1603,1337,1603,Clinton / Kaine (D),Clinton / Kaine (D),1005,0.62694947,Trump / Pence (R),Trump / Pence (R),257,0.16032439,Johnson / Weld (L),Johnson / Weld (L),34,0.02121023,Stein / Baraka (G),Stein / Baraka (G),12,0.00748596,McMullin / Johnson (I),McMullin / Johnson (I),10,0.0062383,0.000167995823468,0.065019212773065
